Image_name_Type,EncodedPixels
11119Date_05_08_2019.jpg_armature,10248 288 10952 288 11656 288 12360 288 13064 288 13768 288 14472 288 15176 288 15880 288 16584 288 17288 288 17992 288 18696 288 19400 288 20104 288 20808 288 21512 288 22216 288 22920 288 23624 288 24328 288 25032 288 25736 288 26440 288 27144 288 27848 288 28552 288 29256 288 29960 288 30664 288 31368 288 32072 288 32776 288 33480 288 34184 288 34888 288 35592 288 36296 288 37000 288 37704 288 38408 288 39112 288 39816 288 40520 288 41224 288 41928 288 42632 288 43336 288 44040 288 44744 288 45448 288 46152 288 46856 288 47560 288 48264 288 48968 288 49672 288 50376 288 51080 288 51784 288 52488 288 53192 288 53896 288 54600 288 55304 288 56008 288 56712 288 57416 288 58120 288 58824 288 59528 288 60232 288 60936 288 61640 288 62344 288 63048 288 63752 288 64456 288 65160 288 65864 288 66568 288 67272 288 67976 288 68680 288 69384 288 70088 288 70792 288 71496 288 72200 288 72904 288 73608 288 74312 288 75016 288 75720 288 76424 288 77128 288 77832 288 78536 288 79240 288 79944 288 80648 288 81352 288 82056 288 82760 288 83464 288 84168 288 84872 288 85576 288 86280 288 86984 288 87688 288 88392 288 89096 288 89800 288 90504 288 91208 288 91912 288 92616 288 93320 288 94024 288 94728 288 95432 288 96136 288 96840 288 97544 288 98248 288 98952 288 99656 288 100360 288 101064 288 101768 288 102472 288 103176 288 103880 288 104584 288 105288 288 105992 288 106696 288 107400 288 108104 288 108808 288 109512 288 110216 288 110920 288 111624 288 112328 288 113032 288 113736 288 114440 288 115144 288 115848 288 116552 288 117256 288 117960 288 118664 288 119368 288 120072 288 120776 288 121480 288 122184 288 122888 288 123592 288 124296 288 125000 288 125704 288 126408 288 127112 288 127816 288 128520 288 129224 288 129928 288 130632 288 131336 288 132040 288 132744 288 133448 288 134152 288 134856 288 135560 288 136264 288 136968 288 137672 288 138376 288 139080 288 139784 288 140488 288 141192 288 141896 288 142600 288 143304 288 144008 288 144712 288 145416 288 146120 288 146824 288 147528 288 148232 288 148936 288 149640 288 150344 288 151048 288 151752 288 152456 288 153160 288 153864 288 154568 288 155272 288 155976 288 156680 288 157384 288 158088 288 158792 288 159496 288 160200 288 160904 288 161608 288 162312 288 163016 288 163720 288 164424 288 165128 288 165832 288 166536 288 167240 288 167944 288 168648 288 169352 288 170056 288 170760 288 171464 288 172168 288 172872 288 173576 288 174280 288 174984 288 175688 288 176392 288 177096 288 177800 288 178504 288 179208 288 179912 288 180616 288 181320 288 182024 288 182728 288 183432 288 184136 288 184840 288 185544 288 186248 288 186952 288 187656 288 188360 288 189064 288 189768 288 190472 288 191176 288 191880 288 192584 288 193288 288 193992 288 194696 288 195400 288 196104 288 196808 288 197512 288 198216 288 198920 288 199624 288 200328 288 201032 288 201736 288 202440 288 203144 288 203848 288 204552 288 205256 288 205960 288 206664 288 207368 288 208072 288 208776 288 209480 288 210184 288 210888 288 211592 288 212296 288 213000 288 213704 288 214408 288 215112 288 215816 288 216520 288 217224 288 217928 288 218632 288 219336 288 220040 288 220744 288 221448 288 222152 288 222856 288 223560 288 224264 288 224968 288 225672 288 226376 288 227080 288 227784 288 228488 288 229192 288 229896 288 230600 288 231304 288 232008 288 232712 288 233416 288 234120 288 234824 288 235528 288 236232 288 236936 288 237640 288 238344 288 239048 288 239752 288 240456 288 241160 288 241864 288 242568 288 243272 288 243976 288 244680 288 245384 288 246088 288 246792 288 247496 288 248200 288 248904 288 249608 288 250312 288 251016 288 251720 288 252424 288 253128 288 253832 288 254536 288 255240 288 255944 288 256648 288 257352 288 258056 288 258760 288 259464 288 260168 288 260872 288 261576 288 262280 288 262984 288 263688 288 264392 288 265096 288 265800 288 266504 288 267208 288 267912 288 268616 288 269320 288 270024 288 270728 288 271432 288 272136 288 272840 288 273544 288 274248 288 274952 288 275656 288 276360 288 277064 288 277768 288 278472 288 279176 288 279880 288 280584 288 281288 288 281992 288 282696 288 283400 288 284104 288 284808 288 
11119Date_05_08_2019.jpg_wood,1 1
11119Date_05_08_2019.jpg_other,1 1
6462Date_03_08_2019.jpg_armature,1 1
6462Date_03_08_2019.jpg_wood,1 1
6462Date_03_08_2019.jpg_other,1 1
9929Date_05_08_2019.jpg_armature,2315 219 3019 219 3723 219 4427 219 5131 219 5835 219 6539 219 7243 219 7947 219 8651 219 9355 219 10059 219 10763 219 11467 219 12171 219 12875 219 13579 219 14283 219 14987 219 15691 219 16395 219 17099 219 17803 219 18507 219 19211 219 19915 219 20619 219 21323 219 22027 219 22731 219 23435 219 24139 219 24843 219 25547 219 26251 219 26955 219 27659 219 28363 219 29067 219 29771 219 30475 219 31179 219 31883 219 32587 219 33291 219 33995 219 34699 219 35403 219 36107 219 36811 219 37515 219 38219 219 38923 219 39627 219 40331 219 41035 219 41739 219 42443 219 43147 219 43851 219 44555 219 45259 219 45963 219 46667 219 47371 219 48075 219 48779 219 49483 219 50187 219 50891 219 51595 219 52299 219 53003 219 53707 219 54411 219 55115 219 55819 219 56523 219 57227 219 57931 219 58635 219 59339 219 60043 219 60747 219 61451 219 62155 219 62859 219 63563 219 64267 219 64971 219 65675 219 66379 219 67083 219 67787 219 68491 219 69195 219 69899 219 70603 219 71307 219 72011 219 72715 219 73419 219 74123 219 74827 219 75531 219 76235 219 76939 219 77643 219 78347 219 79051 219 79755 219 80459 219 81163 219 81867 219 82571 219 83275 219 83979 219 84683 219 85387 219 86091 219 86795 219 87499 219 88203 219 88907 219 89611 219 90315 219 91019 219 91723 219 92427 219 93131 219 93835 219 94539 219 95243 219 95947 219 96651 219 97355 219 98059 219 98763 219 99467 219 100171 219 100875 219 101579 219 102283 219 102987 219 103691 219 104395 219 105099 219 105803 219 106507 219 107211 219 107915 219 108619 219 109323 219 110027 219 110731 219 111435 219 112139 219 112843 219 113547 219 114251 219 114955 219 115659 219 116363 219 117067 219 117771 219 118475 219 119179 219 119883 219 120587 219 121291 219 121995 219 122699 219 123403 219 124107 219 124811 219 125515 219 126219 219 126923 219 127627 219 128331 219 129035 219 129739 219 130443 219 131147 219 131851 219 132555 219 133259 219 133963 219 134667 219 135371 219 136075 219 136779 219 137483 219 138187 219 138891 219 139595 219 140299 219 141003 219 141707 219 142411 219 143115 219 143819 219 144523 219 145227 219 145931 219 146635 219 147339 219 148043 219 148747 219 149451 219 150155 219 150859 219 151563 219 152267 219 152971 219 153675 219 154379 219 155083 219 155787 219 156491 219 157195 219 157899 219 158603 219 159307 219 160011 219 160715 219 161419 219 162123 219 162827 219 163531 219 164235 219 164939 219 165643 219 166347 219 167051 219 167755 219 168459 219 169163 219 169867 219 170571 219 171275 219 171979 219 172683 219 173387 219 174091 219 174795 219 175499 219 176203 219 176907 219 177611 219 178315 219 179019 219 179723 219 180427 219 181131 219 181835 219 182539 219 183243 219 183947 219 184651 219 185355 219 186059 219 186763 219 187467 219 188171 219 188875 219 189579 219 190283 219 190987 219 191691 219 192395 219 193099 219 193803 219 194507 219 195211 219 195915 219 196619 219 197323 219 198027 219 198731 219 199435 219 200139 219 200843 219 201547 219 202251 219 202955 219 203659 219 204363 219 205067 219 205771 219 206475 219 207179 219 207883 219 208587 219 209291 219 209995 219 210699 219 211403 219 212107 219 212811 219 213515 219 214219 219 214923 219 215627 219 216331 219 217035 219 217739 219 218443 219 219147 219 219851 219 220555 219 221259 219 221963 219 222667 219 223371 219 
9929Date_05_08_2019.jpg_wood,1 1
9929Date_05_08_2019.jpg_other,1 1
0287Date_01_08_2019.jpg_armature,93845 190 94549 190 95253 190 95957 190 96661 190 97365 190 98069 190 98773 190 99477 190 100181 190 100885 190 101589 190 102293 190 102997 190 103701 190 104405 190 105109 190 105813 190 106517 190 107221 190 107925 190 108629 190 109333 190 110037 190 110741 190 111445 190 112149 190 112853 190 113557 190 114261 190 114965 190 115669 190 116373 190 117077 190 117781 190 118485 190 119189 190 119893 190 120597 190 121301 190 122005 190 122709 190 123413 190 124117 190 124821 190 125525 190 126229 190 126933 190 127637 190 128341 190 129045 190 129749 190 130453 190 131157 190 131861 190 132565 190 133269 190 133973 190 134677 190 135381 190 136085 190 136789 190 137493 190 138197 190 138901 190 139605 190 140309 190 141013 190 141717 190 142421 190 143125 190 143829 190 144533 190 145237 190 145941 190 146645 190 147349 190 148053 190 148757 190 149461 190 150165 190 150869 190 151573 190 152277 190 152981 190 153685 190 154389 190 155093 190 155797 190 156501 190 157205 190 157909 190 158613 190 159317 190 160021 190 160725 190 161429 190 162133 190 162837 190 163541 190 
0287Date_01_08_2019.jpg_wood,1 1
0287Date_01_08_2019.jpg_other,1 1
8398Date_04_08_2019.jpg_armature,22313 176 23017 176 23721 176 24425 176 25129 176 25833 176 26537 176 27241 176 27945 176 28649 176 29353 176 30057 176 30761 176 31465 176 32169 176 32873 176 33577 176 34281 176 34985 176 35689 176 36393 176 37097 176 37801 176 38505 176 39209 176 39913 176 40617 176 41321 176 42025 176 42729 176 43433 176 44137 176 44841 176 45545 176 46249 176 46953 176 47657 176 48361 176 49065 176 49769 176 50473 176 51177 176 51881 176 52585 176 53289 176 53993 176 54697 176 55401 176 56105 176 56809 176 57513 176 58217 176 58921 176 59625 176 60329 176 61033 176 61737 176 62441 176 63145 176 63849 176 64553 176 65257 176 65961 176 66665 176 67369 176 68073 176 68777 176 69481 176 70185 176 70889 176 71593 176 72297 176 73001 176 73705 176 74409 176 75113 176 75817 176 76521 176 77225 176 77929 176 78633 176 79337 176 80041 176 80745 176 81449 176 82153 176 82857 176 83561 176 84265 176 84969 176 85673 176 86377 176 87081 176 87785 176 88489 176 89193 176 89897 176 90601 176 91305 176 92009 176 92713 176 93417 176 94121 176 94825 176 95529 176 96233 176 96937 176 97641 176 98345 176 99049 176 99753 176 100457 176 101161 176 101865 176 102569 176 103273 176 103977 176 104681 176 105385 176 106089 176 106793 176 107497 176 108201 176 108905 176 109609 176 110313 176 111017 176 111721 176 112425 176 113129 176 113833 176 114537 176 115241 176 115945 176 116649 176 117353 176 118057 176 118761 176 119465 176 120169 176 120873 176 121577 176 122281 176 122985 176 123689 176 124393 176 125097 176 125801 176 126505 176 127209 176 127913 176 128617 176 129321 176 130025 176 130729 176 131433 176 132137 176 132841 176 133545 176 134249 176 134953 176 135657 176 136361 176 137065 176 137769 176 138473 176 139177 176 139881 176 140585 176 141289 176 141993 176 142697 176 143401 176 144105 176 144809 176 145513 176 146217 176 146921 176 147625 176 148329 176 149033 176 149737 176 150441 176 151145 176 151849 176 152553 176 153257 176 153961 176 154665 176 155369 176 156073 176 156777 176 157481 176 158185 176 158889 176 159593 176 160297 176 161001 176 161705 176 162409 176 163113 176 163817 176 164521 176 165225 176 165929 176 166633 176 167337 176 168041 176 168745 176 169449 176 170153 176 170857 176 171561 176 172265 176 172969 176 173673 176 174377 176 175081 176 175785 176 176489 176 177193 176 177897 176 178601 176 179305 176 180009 176 180713 176 181417 176 182121 176 182825 176 183529 176 184233 176 184937 176 185641 176 186345 176 187049 176 187753 176 188457 176 189161 176 189865 176 190569 176 191273 176 191977 176 192681 176 193385 176 194089 176 194793 176 195497 176 196201 176 196905 176 197609 176 198313 176 199017 176 199721 176 200425 176 201129 176 201833 176 202537 176 203241 176 203945 176 204649 176 205353 176 206057 176 206761 176 207465 176 208169 176 208873 176 209577 176 210281 176 210985 176 211689 176 212393 176 213097 176 213801 176 214505 176 215209 176 215913 176 216617 176 217321 176 218025 176 218729 176 219433 176 220137 176 220841 176 221545 176 222249 176 222953 176 223657 176 224361 176 225065 176 225769 176 226473 176 227177 176 227881 176 228585 176 229289 176 229993 176 230697 176 231401 176 232105 176 232809 176 233513 176 234217 176 234921 176 235625 176 236329 176 237033 176 
8398Date_04_08_2019.jpg_wood,1 1
8398Date_04_08_2019.jpg_other,1 1
9798Date_05_08_2019.jpg_armature,100 186 804 186 1508 186 2212 186 2916 186 3620 186 4324 186 5028 186 5732 186 6436 186 7140 186 7844 186 8548 186 9252 186 9956 186 10660 186 11364 186 12068 186 12772 186 13476 186 14180 186 14884 186 15588 186 16292 186 16996 186 17700 186 18404 186 19108 186 19812 186 20516 186 21220 186 21924 186 22628 186 23332 186 24036 186 24740 186 25444 186 26148 186 26852 186 27556 186 28260 186 28964 186 29668 186 30372 186 31076 186 31780 186 32484 186 33188 186 33892 186 34596 186 35300 186 36004 186 36708 186 37412 186 38116 186 38820 186 39524 186 40228 186 40932 186 41636 186 42340 186 43044 186 43748 186 44452 186 45156 186 45860 186 46564 186 47268 186 47972 186 48676 186 49380 186 50084 186 50788 186 51492 186 52196 186 52900 186 53604 186 54308 186 55012 186 55716 186 56420 186 57124 186 57828 186 58532 186 59236 186 59940 186 60644 186 61348 186 62052 186 62756 186 63460 186 64164 186 64868 186 65572 186 66276 186 66980 186 67684 186 68388 186 69092 186 69796 186 70500 186 71204 186 71908 186 72612 186 73316 186 74020 186 74724 186 75428 186 76132 186 76836 186 77540 186 78244 186 78948 186 79652 186 80356 186 81060 186 81764 186 82468 186 83172 186 83876 186 84580 186 85284 186 85988 186 86692 186 87396 186 88100 186 88804 186 89508 186 90212 186 90916 186 91620 186 92324 186 93028 186 93732 186 94436 186 95140 186 95844 186 96548 186 97252 186 97956 186 98660 186 99364 186 100068 186 100772 186 101476 186 102180 186 102884 186 103588 186 104292 186 104996 186 105700 186 106404 186 107108 186 107812 186 108516 186 109220 186 109924 186 110628 186 111332 186 112036 186 112740 186 113444 186 114148 186 114852 186 115556 186 116260 186 116964 186 117668 186 118372 186 119076 186 119780 186 120484 186 121188 186 121892 186 122596 186 123300 186 124004 186 124708 186 125412 186 126116 186 126820 186 127524 186 128228 186 128932 186 129636 186 130340 186 131044 186 131748 186 132452 186 133156 186 133860 186 134564 186 135268 186 135972 186 136676 186 137380 186 138084 186 138788 186 139492 186 140196 186 140900 186 141604 186 142308 186 143012 186 143716 186 144420 186 145124 186 145828 186 146532 186 147236 186 147940 186 148644 186 149348 186 150052 186 150756 186 151460 186 152164 186 152868 186 153572 186 154276 186 154980 186 155684 186 156388 186 157092 186 157796 186 158500 186 159204 186 159908 186 
9798Date_05_08_2019.jpg_wood,1 1
9798Date_05_08_2019.jpg_other,1 1
13861Date_06_08_2019.jpg_armature,110881 351 111585 351 112289 351 112993 351 113697 351 114401 351 115105 351 115809 351 116513 351 117217 351 117921 351 118625 351 119329 351 120033 351 120737 351 121441 351 122145 351 122849 351 123553 351 124257 351 124961 351 125665 351 126369 351 127073 351 127777 351 128481 351 129185 351 129889 351 130593 351 131297 351 132001 351 132705 351 133409 351 134113 351 134817 351 135521 351 136225 351 136929 351 137633 351 138337 351 139041 351 139745 351 140449 351 141153 351 141857 351 142561 351 143265 351 143969 351 144673 351 145377 351 146081 351 146785 351 147489 351 148193 351 148897 351 149601 351 150305 351 151009 351 151713 351 152417 351 153121 351 153825 351 154529 351 155233 351 155937 351 156641 351 157345 351 158049 351 158753 351 159457 351 160161 351 160865 351 161569 351 162273 351 162977 351 163681 351 164385 351 165089 351 165793 351 166497 351 167201 351 167905 351 168609 351 169313 351 170017 351 170721 351 171425 351 172129 351 172833 351 173537 351 174241 351 174945 351 175649 351 176353 351 177057 351 177761 351 178465 351 179169 351 179873 351 180577 351 181281 351 181985 351 182689 351 183393 351 184097 351 184801 351 185505 351 186209 351 186913 351 187617 351 188321 351 189025 351 189729 351 190433 351 191137 351 191841 351 192545 351 193249 351 193953 351 194657 351 195361 351 196065 351 196769 351 197473 351 198177 351 198881 351 199585 351 200289 351 200993 351 201697 351 202401 351 203105 351 203809 351 204513 351 205217 351 205921 351 206625 351 207329 351 208033 351 208737 351 209441 351 210145 351 210849 351 211553 351 212257 351 212961 351 213665 351 214369 351 215073 351 215777 351 216481 351 217185 351 217889 351 218593 351 219297 351 220001 351 220705 351 221409 351 222113 351 222817 351 223521 351 224225 351 224929 351 225633 351 226337 351 227041 351 227745 351 228449 351 229153 351 229857 351 230561 351 231265 351 231969 351 232673 351 233377 351 234081 351 234785 351 235489 351 236193 351 236897 351 237601 351 238305 351 239009 351 239713 351 240417 351 241121 351 241825 351 242529 351 243233 351 243937 351 244641 351 245345 351 246049 351 246753 351 247457 351 248161 351 248865 351 249569 351 250273 351 250977 351 251681 351 252385 351 253089 351 253793 351 254497 351 255201 351 255905 351 256609 351 257313 351 258017 351 258721 351 259425 351 260129 351 260833 351 261537 351 262241 351 262945 351 263649 351 264353 351 265057 351 265761 351 266465 351 267169 351 267873 351 268577 351 269281 351 269985 351 270689 351 271393 351 272097 351 272801 351 273505 351 274209 351 274913 351 275617 351 276321 351 277025 351 277729 351 278433 351 279137 351 279841 351 280545 351 281249 351 281953 351 282657 351 283361 351 284065 351 284769 351 285473 351 286177 351 286881 351 287585 351 288289 351 288993 351 289697 351 290401 351 291105 351 291809 351 
